pretty_comp,encut
CuNiSb2,700
Sr2NiMoO6,1150
InP,500
Pr3Sn,500
K2Cu(ClF)2,650
Ti3TlN,800
Mg2CuN2,1000
YbGa2Ir,500
ZrPb3,1250
ScBe2Sn,1000
ThCdAg2,550
MgSe,600
MnBiSe2I,650
NaTiO2,800
Sr5Ta4O5,1250
TaBeFe4,750
LaMg,1100
MgVBiO5,1250
RbMgH3,1050
YMgPd,850
Ca3(B3Rh4)2,1100
Cr2NiSe4,600
NbGeRh,500
Sm3SiAgS7,800
CeSe2,1200
FeCo2Si,700
Li2BeSe,800
SrBeSe2,650
Nb3Ir,600
Sr2BN2Cl,1250
BeReMo2,950
Lu3Th,500
NdMgZn2,550
Li2TiCr2O6,1300
Ce(SiRu)2,1250
Sm(AgGe)2,500
MnCo2Sb,600
KPO3,1300
KNb2Se,500
BaSn2Pb,600
Ta2MnOs,650
Ru3I,650
AgNO2,1250
Ge2N2O,1150
Sr3BiAs,500
Li6TeO6,1300
Hf3Te2,500
YbPb,500
Sm(GeRu)2,550
TaPd,500
LiBeTe2,750
Nd2Sn2O7,1250
BeCo4Te,650
LiYGe,800
LiBeZn,750
Li3V4FeO2,1250
HfH2,650
KBe2Ga,1000
In6Ga2PtO8,800
Li2Ag3F6,1200
HoBiO3,1150
ScAs,500
BeTcPt2,1050
LuPd3,500
TbInIr,600
Lu6WO2,1250
MgBe2V,1000
Ho4NiB4,1100
NaAlSe2,750
Sr2BeGa,650
VCu3Se4,900
SmAg2Sn,500
YbInPd2,500
BaBi2Cl,600
Li3Fe(OF)2,1250
BaSeBr,550
BeNbRu2,1000
LiSiBi3O7,1300
Y3CuSiS7,600
BeInCl2,950
BeV2Tc,1050
ThAu,550
Si2HgTe,500
Y(CoO2)2,1250
MgFeF5,1200
BeNbRh,1000
NdB2H,1250
BeSnGe4,600
KBe2Sb,1000
SmPbAu,550
Li2V3CoO8,1250
Ca2Bi,500
YbCdHg2,550
MgAsAu,650
KBeNi2,650
ErAs,500
NaTaBe2,1000
SmDyRh2,600
BaSb3,650
Na6ZnS4,800
LiYBe,800
NpP3,800
Ga3Pt2,500
BeGe2Pt,650
ScCo2Sn,600
PrPS4,750
Li3Mn5Cr2O2,1250
Ag6Mo2ClO7F3,1200
PuNiC2,900
BaCdSn,550
Ho(CoSi)2,600
Li2NbOF5,750
TiBeW,950
Lu(Al2Fe)4,800
InAsF6,850
CuN,850
BaLi4Cr,1200
MgRhF6,750
CaBeFe2,600
BaCa2Ga,500
SmLuIn2,550
CuSiRh2,650
DyCdPd2,500
Tl4GeS4,650
Be2ZnSi,1000
BaMnCl2,650
CdO2,700
TaAgO3,1150
Li2TlAg,800
BiAuO2,800
Tb(SiNi)2,650
Ba2CaMoO6,1200
Ba2SrI6,1200
Li2V(OF)2,1250
Ti3Pt,550
BaInMo,500
BeBrCl2,850
MgCrF4,1250
Yb3U,550
MnBe2Nb,1050
CeZnGe,1850
Ba4VBr,550
LiMnSe2,750
Na2Ca2(CO3)3,1300
NaFe(SeO4)2,1200
Lu6FeSb2,550
U4As6Ru7,1050
SrBe2Cu,1050
Ba3SbP,650
RbNaSi2O5,1300
MgCo(SiO3)2,1250
UTe3,550
PrMgPt,800
BaSr3,500
LiAc2Ru,650
YMgBe2,1000
Na3Nd,800
TbCoGe,800
Th2MnN3,900
CuBi(PSe3)2,900
ScBeBr2,650
Li2Nb2Fe3,1250
ScBe2Sb,1000
ZrPt3,850
UHg2,500
V3Re,600
SrUS2,650
Tb5Ge3,750
Nd(BRh)4,1200
Rb2ThF6,650
ScFeO3,1200
Nd(PO3)3,1850
BeBi2P,700
Li4BeRu,1200
KLi2As,1200
Sm2IrPd,500
TbPS4,650
BaSn3Pd,600
MnBeRh2,650
SrCu2GeSe4,900
BeInW2,950
ScAsW,500
Mo(SeCl)2,850
Ba4VRe,600
Sr3P4,650
BaMgBi,600
SiNi3,650
Mn3Al,700
AsS(ClF2)3,1300
Sr(AsRu)2,500
Sc2TcPd,1000
Pa2S3,600
BaMoIr2,500
TbRh3C,850
BePb2Cl,1000
Ba2ErNbO6,1200
Er5BiPt2,850
Er(Al2Mo)2,500
V3Rh,550
LuPb3,500
Tm2RuPt,500
BaSrMo,500
LiNbO3,1250
KBe2Mo,1000
MgBe2Tc,1050
MgMn2O4,1150
CuAsS,950
V2FeS4,650
BeSi2Pb,650
LiGaSe2,1250
ZnWO4,1200
TlCuIr,600
Tm2MgTc,750
BaCd2Bi,500
CeGa,1300
As3HO6,1350
BaS,600
LuBi3,500
BaHgSb,500
Mn3AlC,850
MnPO4,1250
Li5Fe3Ni2,1250
NiF3,750
ErCd,500
ZrIr3,550
KTa(AgSe2)2,600
BaPb2C2(O3F)2,1250
YBeCo4,650
NaPb3,500
Li4UO5,1250
Li6Fe(SiO4)2,1300
Np(MnGe)2,750
BaNaBr,600
U(SiRh)2,500
Hg(BiS2)2,750
ZrBeSi2,700
LiAlFeO4,1250
Sr2ScBe,1000
CaMnBi2,700
Ca(GePd)2,500
Na4SnO4,1250
RbCdCl3,900
ErMnO3,1250
Be2NiP,1000
V4OF,1250
LiTc2Pd,800
MgVO3,1100
MgBe2Ni,1000
Li2TlPd,800
Tl3Ir,500
BaReBr2,550
Nd2PbSe4,500
TiCoO3,1150
AlF3,1200
CeCd,1250
Ir2S3,650
Ga2FeAs,700
LiVPHO5,1250
Mg3Mo,750
BeVOs2,650
YbIn2Ni,600
K2TcCl6,850
LiHg3,800
AlCo2Si,500
CdTeMoO6,1200
RbBeO3,650
ScCuSi,900
BaRu2Cl,550
HgRhO3,800
LiEr2Ga,500
CdSnRh2,650
TiCdHg2,550
Co(PdSe)2,500
Cu3Te2(BrO3)2,1200
LiMg2In,800
ScGeRh2,600
LiSbO3,1300
KIn(GeO3)2,1250
Y3Si3Rh,650
PmAgAu2,550
BaTlBr,500
VFeH2O5,1200
Ba2NaFe,750
K2Te,500
CaCoSi,500
BeGaSb2,650
BaScCl,600
PbF2,600
YCd,500
TbPd3,500
ZrBeNi4,650
Mg(VS2)2,800
TaZnAs,500
Zn3Os,700
Sc2IrRu,500
HfScBe,950
Li(SiRh)2,750
Ca5Zn3,750
BaMgGa2,500
LiMnSb,800
Ba3Yb4O9,1250
Mn2VGa,700
Co4NiO8,1200
Ba2CoMoO6,1100
Tb(CrSi)2,550
Ni3(SnS)2,600
Mg3Re,750
LiAcTe2,750
Ca5Sc2(CoO)2,1250
Ba4BeTe,650
LiCrCoO4,1250
ScGaPt2,500
Rb3Hf,500
Sc2CuOs,600
BeZnSn4,600
K2CoCl4,850
SrTi2Be,650
Lu3Al,500
MgTi3,600
SrBe3O4,1250
Zn(InSe2)2,650
HoCo5,550
BaFePt2,500
SmAu3,600
HoTlPd,900
NiBrO,750
PuNi,750
TmTaO4,1200
BaYAgSe3,500
Mg3(AsO4)2,1300
MnCuSb,600
TlBiS2,600
Ti2BeCl,950
AsO2,1300
Li3CeBi2,850
NdSi2Ni,650
Ba4MgSc,500
K3CaP2HO8,1250
RbBiS2,600
Li4HfO4,1300
Sm4U2O,1250
Cu2PbO2,950
Cr3Ni,600
LiAlPHO5,1100
HfVSi,600
Ba4MgMo,500
KTiS2,600
Na5Mn7O6,1250
KMgF3,600
Ti2MnAl,600
BeBiCl2,900
Ce2SeO2,1300
VSiOs2,600
RbCu2Br3,950
SiH,600
BeReBi2,650
Tm2HgOs,500
Er2Mg,700
MgBe2Pb,1000
ScBO3,1200
Li3FeF6,1200
Ca2BePt,1000
HfBe2Pt,1050
LiAl2Ni,700
Ag2SnHgSe4,550
YNiSb,600
BaCd2Se,500
MgCuF4,750
SrTePd,500
BeBiPt,950
Bi2Pt,800
Be2GeOs,1050
ScNiBi,600
Yb2HgGe,500
BeV2Mo,1050
Ba4SnPt,600
Ba4I6O,1450
PuGa,900
ScBPd3,500
Rb2AgCl3,900
Yb2AgGe,500
VGaFe2,700
Na3LiP2O7,1300
HgB2(CN)8,1300
CaNiWO6,1250
KBaP,550
Li3Y(NiO3)2,1200
Al2Te5,500
AgHgAsS3,850
Rb2MnTe2,500
Li2GePd,800
Hg2BrN,900
Rb2LiInCl6,850
AgSbS2,850
Mn3P,1350
LiMnPH2O5,1250
VGaO3,1250
FeRh,500
BeCdSe2,650
ZnNiP2O7,1300
Ba2YHf,500
ScC,750
Mg2SiPt,750
Na2GaPCO7,1300
Sr(GaAu)2,700
ZrN2,850
Ba4HgRu,500
PuSi3,850
Li2PmGa,750
LaAgO2,1500
HoAl7Au3,850
YbCuGe,600
CdBiS2Br,550
Yb3Tc,800
Be2CdP,1000
SrZnCl4,850
Rb2CuH4(Cl2O)2,1150
NaSmS2,600
TlSbSe2,500
Pb(ClO3)2,1300
Sr2Fe2Se2OF2,750
TbB2Rh2C,800
BaAu,500
Mg2Ti2O5,1250
BeV2Hg,650
CaBePb2,650
BeTl2Os,650
CeRh3C,1250
KNaGeO3,1250
HAuO2,800
RbCrCl3,850
YCuSi,650
U2TeN2,900
RbHCO2,1300
Co3Se4,650
Sc2BeCl,950
TlIn5Se7,750
BeFeSb,650
MgAlPd2,800
MgBeTc,950
RbLiS,800
UCd,500
Hg2Sb2O7,1250
SmMgAu2,600
Mo2As3,600
Y2AgRu,700
InCu2,950
BeFeTc,1000
LiBeHg4,900
Mn2Au,500
K4Ba(GeO3)3,1250
HoMoO4F,1250
Be2PdW,1000
KCl,600
Na3ClO,750
Tb2Pt,850
MgSiRh2,650
KHg2S(ClO)3,1250
DySi2,500
Ni3(PbSe)2,600
Li2UMo2,1100
Np3In,800
Ta2CdBi,500
AlTc2,1000
Be2ZnIn,1000
Tb2Nb2O7,1250
CsK2Bi,750
Li3ZrNb(TeO)2,1300
V3Pb,650
Ba4IrPb,600
SrCdAu2,600
CaPmPt2,650
BH9(CO)3,1300
Ba4OsPd,600
BeNi2Rh,1000
LiY2Ir,750
PrDy3,500
ThPt,800
TiBeTc2,1050
AlTeI7,500
NdB4,1050
V6C5,1150
Y2BeIn,950
SnRuW,500
NiCO3,1200
KGaS2,700
PaGaFe2,700
Zn(Sn2O3)2,1200
Be2PtPb,1050
BaSc2Ir,500
Tl2O3,1250
CrAgSe2,500
FeN3ClO3,1300
CaSO4,1300
BaRuO3,1250
ScCu2Hg,700
Nd2SO2,750
NaLiFe2(Si2O)2,1250
Y3Sn,500
TlSb,500
Sr2FeO4,850
LiMn(PO3)3,1250
Ca5Si3,500
Li4NbFe3O8,1250
KIO3,1050
Re3Mo,750
Sr2FeMoO6,1200
BeCo4Cu,650
CaVO2,800
InCuSe2,600
BeCo2Sb,650
Ce(SmS2)2,1300
DySnAu,500
HoSi2Ni,650
BaSm2PtO5,1250
Ca2TaBe,1000
UFeS3,700
Ti2AsW,500
Li4FeO4,1300
HgS,600
Sc2BeGe,650
Nb3Ga2,650
Tb(SiIr)2,500
Sr2TiBe,950
MgPaRh2,650
V3Ag,500
Na2Mn3Cl8,850
Sr(CuSi)2,850
BaMn2Cu,550
Sn2IF3,750
Rb2Hf2O5,1150
Na2LiN,1050
Sr3SbN,800
LiYb2Cl5,1200
CaBeBr,950
In2Si(AgSe3)2,600
CrInCo2,550
Tb3Nd,500
Zn(CoN)2,900
SrSiO3,1300
TmNiSb,600
K2Cd2O3,850
ThPb,500
Sr3MgIrO6,1250
Mo2H2O7,1250
ScCu2As,800
NaHO,800
Sm4Sb3,500
YPd2,500
BeSn2Mo,650
HfBe2Hg,1050
Ni3Sb,600
YCdPd2,850
TaAgF6,1200
Ce3ZrO8,900
UBiSb,550
Ba3Bi(ClO)3,2000
K2SnHgSe4,500
LiSnAu,800
CdF2,650
TbInPt4,850
HoBiPd,500
Zr2Np,500
VPt,500
Ba3In2Cl2O5,1200
Y2TeO6,1250
MnV2O4,850
Li4Ti3O8,1300
MnVNi,600
BaZr4Ge,550
TmAlO3,1250
AcSbAu2,550
Hf(FeGe)6,800
NaAg3,550
Sn5O6,1250
Mn3RhN,850
Sm3Dy,500
Cr(SiO3)2,1250
YbTl3,550
BeSiRh,650
NaB(H4N)2,1300
KBaCd2,500
NpGe3,750
Mg(CrN)2,900
HfSnRh,500
NaTc2As,1050
Y2NiIr,600
Li2CrP2O7,1300
NpGa5Ni,750
Pr3Er,500
Al3Ni2,600
PmBiPd2,500
KRb2ScF6,1200
CrCo5O2,1250
U2Cu4As5,900
Yb(ZnP)2,650
CN,1300
LiV2F5,1200
Li4Nb3Fe3(SbO3)2,1250
Tb(CoB)2,650
La(SiIr)2,1300
Nd2O5,1200
CoGe,800
Li2NbO3,1250
SnH8(NCl3)2,900
CeSi2Mo2C,900
MgInNi2,650
Re3C,750
Na2BeBi,600
Y(MnGe)2,700
Ba4SnP,650
Li3Mn2Fe(BO3)3,1250
TiCoSb,500
Pr3NbO7,1250
Ca4CN4,1300
Be2ZnTe,1000
HoO3,800
TmSb,500
YNiB4,1000
Li2MnCr3O8,1250
K3AsS3,650
BeCuTe2,650
Na6PbO5,1250
YRh,500
Cu2P2O7,1200
BH5CN2,1250
CaCuP,850
ReF7,1100
HoSnRh,650
Si2CN4,1200
BaGaBi,600
K2Li3GaO4,1350
Co3W,850
Ni3S,750
MgMnF6,750
LiFeP2HO8,1300
Ca(CdP)2,550
Tc2AsRh,1050
TmBi2ClO4,1100
Re2AsRu,550
CeH3(CO2)3,1150
UCoB4,1000
Ba4HfIr,600
KSmS2,600
BaLiNi2,700
Zn2CrWO6,1150
KAuS,600
Sc2AgRu,600
Mn5SnO2,1200
AcMg3,1000
Lu(MnGe)2,700
Na5MoNO4,1250
Na(CO)3,1800
Ge2Sb2Te5,500
ZnNi3Sb2,600
P2Rh3,500
Ti2VTc,1050
Cd3TeO6,1150
Sr2PrO4,800
SbSBr,600
MgNi(GeO3)2,1200
MnBeNi,650
Li4CO4,1250
PrNi2B2C,800
BeGeRh2,650
Na2Cl,700
BeNb4Pb,1000
Rb3AsSe4,550
Li4WO5,1250
Sr2AsAu,500
ZrTaNO,850
Be2NiRh,1050
Be2ZnGa,1000
NaBeW2,950
TcRh3,1200
Yb2CdPd2,900
TiBe2Te,1000
Ho(MnGe)2,700
SiGe,500
As2S3,750
TmMgIn,700
CaB2Rh3,500
HoF3,1250
BeTlFe2,600
Nd(CuGe)2,600
Tm2AlOs,500
Pr4(FeB2)3,800
Na3PO4,1250
Lu(FeO2)2,1100
NaTlPd2,500
Sm2O3,1200
Lu2HgAu,550
BeGe2Se,600
ScZn2Cu,550
K3Co2F7,750
NdDyMg2,750
TmHfCo2,500
Dy2AlZn,500
P2Rh,600
NdCuTeO,950
IO2F,1250
Zn2Sb3O8,1200
Sr(MnGe)2,700
SrAuO2,800
NaCu,600
BaMoSe,500
ZnH6(SeO4)2,1300
HoHfRu2,500
NbSb2,500
BPt2,600
YbGaPd2,500
NbRu3,700
Li3NbS4,800
LiTiVO4,1250
LiTaRu2,650
Sb2Ir,500
Ta2BeCo,650
Pd3N,800
KCl,600
Bi2SeO2,750
Ag3Hg,550
BeTe2Pd,900
Ba3Al3Ga2,750
Tb2B4C,900
Re3Pd,1000
Ba4FeP,700
ErRh2Pb,600
Ag3N,800
B2Br5,700
Ca2AlBiO5,1200
Ti3In4,750
Ho3Mn3Ga2Si,700
MgVF4,1150
BaSiCl,600
CuAuSe4,800
SiH2O,800
S(IO3)2,1300
MgCuO2,1100
Ba(NdS2)2,800
LiP(HO)2,1250
LiV4CuO2,1200
Be2SiSe,1000
NdAgSn,500
NaVAs,500
Cr3CdTe4,500
ReN2,950
Tm2NiOs,600
BeCr2Tc,1050
Ba2CrBr,550
CeTh3O8,750
MnS,650
CrB4,900
BaCr2Te,500
Mg2FeWO6,1150
Ac2IrAu,500
TmCo2,550
Ba4HgPb,550
Ca(VN)2,850
K3SrPCO7,1300
Be2InRh,1050
ZnCu,550
Li4Ti3V5O6,1300
YbN,800
LiIn2Ag,750
BeCuPd2,1000
TaO3,1100
BaRhF6,750
Be2NbRh,1050
LaBi3,1800
Ca3(FeN2)2,950
TiCu,600
KCrS2,600
USb2Au,550
NaV3O6,1150
Sc2GaHg,500
Li3Fe(BO3)2,1300
TlPt2S3,850
K2HgS2,650
Li3NiO3,1450
Yb2PrDyS6,750
Si2MoAs,500
Ni3(PbS)2,800
V4ZnO8,1200
ScAg2,550
PrSb,500
RbLuSe2,500
Li4TiTe3O2,1300
Lu2BeOs,650
AlTl2F5,1250
BeNb4Sn,1000
RbGaCl4,850
Rb2SiF6,750
K2As2Pd,500
NbAsP2,500
Ca6Ge2O,750
BeCr2P,650
SnC2(SN)2,1200
Er(FeO2)2,1100
Ba4MgTe,500
NiPb2(N3O)2,1300
MgNiH3,650
BeSb2Cl,750
Tm2Sb2O7,1250
Tc3P,1450
MgNi,750
Li2TiFeO4,1200
PrZnNi,600
HoTl,500
Nb2P5,650
Be2ReBr,1000
H2OsN5Cl3O,1200
Li4Cr3Sn3(SbO3)2,1300
Ca(NiP)2,600
CaBiPd2,500
Nb5Ge3,650
PmHoMg2,650
Y2ZnIr,500
PbAu3,550
Ba4GaPd,600
LiSbF6,1100
PrZn,500
SrCu2O3,950
Ba2PrSbO6,1200
Cu2Te2Cl2O5,1450
DyMnB4,900
LiCo2O2F3,1250
ZrPd3,900
GeH3Cl,700
Ti4Bi2O,1250
YBeOs2,650
Rb5SiAs3,550
TbB2Ir3,650
Be(BC)2,900
NbCo2,550
Li2Si2NiO6,1250
LiBe2Cr,950
BeTc2Bi,1050
K2NaAlF6,750
BaMn4ZnO8,850
Be2RhW,1050
LiLu2Ga,500
Ba4ScMo,550
Fe3NiN,900
Nb5Ge3B,700
Ba4YPd,550
IrPb,500
Ga2PdI8,500
CuO2,850
Li2TlSb,800
ZnCuF4,650
H6PbCNCl3,900
TmCdPd2,500
ErCo2,550
TiBeNb,700
NaMgSb,600
CeNi5,1700
MgMo2As,700
BeNiPb2,650
BeVPb,1000
Ru3Cl,950
Ba2LiV,700
GaCuS2,550
BeTc2Os,1050
LiPrHg2,800
BaNa2Pt,650
KBePt,950
Ba4NbFe,650
NaPF6,1150
U2PN2,900
LuTe2,500
TiFeCoGe,700
Ca2Cr2O5,1200
As(S8I)3,650
KBe2Si,1000
Pm2ZnSn,550
ScCdHg2,600
Rb3BrO,650
Ba2Bi,700
CaZrSi2O7,1200
Ba2NaGa,700
Pr5AgSe8,600
FeSbAs,750
YBe2Ir,1000
YCrO4,1100
NaLiTl2,750
ErBi,500
KTi5Se8,750
U2Cr3Si,650
BeSb2Pd,900
KHCO2,1100
Mg3W,750
SrHgPb,550
Li2BeSiO4,1100
NaNd2RuO6,1250
Cr3WO8,1250
LiMgAu2,750
Na3Hg,700
Ba4RePd,600
NbGeRu2,500
Ta2OsW,500
BaMoCl,600
UGePt,500
TmInPt,500
LaC2,900
GaCuO2,1100
BeFe2Mo,600
KCuC2,950
Ba4CrTe,550
Cd(GaO2)2,1250
Ce2Ni2Sn,1600
TiBe2Pt,1050
Mg3Co,1000
ThB2O5,1350
Li2PmIn,750
BePdBr4,950
SmOF,750
TeF4,1250
Be2NbCu,1000
Ca2GeO4,1200
SmAs3,500
Sr(CdSb)2,500
Ni6OF,1500
Li4Co2S9,1400
KTmO2,800
CeSi2Ru3,1250
CaPuRh2,500
Cu6PbO8,1550
NaCd2Pt,550
TiBe2Se,1000
BaTeO4,1300
Na3SbO3,1250
DyYRh2,600
Na2Zn3Se4,800
Ba4CdPt,500
Al(HO)3,1900
SrBeBi,950
Na4FeO4,1200
Hf2MnIr,600
Ba4BeSn,650
RbHO,1150
Mg2Mo3O8,1200
TlSnF7,1250
Hf2ZnRe,650
Li3Ti(NiO3)2,1200
NbGaPt,500
ErSiPd2,900
DyNi5,700
Be2InTc,1050
Mg3TcH7,950
U(Fe2P)2,950
Li2TlAu,800
CaAcIn2,550
MnSnIr,600
Ba4MnZn,700
Ni2S,600
YMgIn,750
V6OF,1250
CoSnC4Cl3O4,1200
CuAs2,650
CF4,1250
Cr2CuS4,600
NbW3Se8,750
Ba2YV3O7,1200
Li2V2F7,1250
LiPd3,850
Ca2HN,900
RbNa2NiO2,800
ZrBeGe,650
Li2N,1200
Li2Ti3BiO8,1250
NdB2Ru3,550
K2SnBr6,650
Sm(CuSi)2,650
Li5SbS,1600
MnBe2Cd,1050
YGaAg2,550
Nd(CoAs)2,550
ZrMnBe,650
Be2TlSe,1000
GeBi3,500
ZnO,650
Sr(PRh)2,500
BePd2,950
Na2GeS3,800
LiAlPdF6,1250
TeRhCl,600
CdSnPd2,500
TiTe,500
WSe2,550
Y2Ni2O7,1450
YbTh3,700
SmNiB4,950
VZn3,650
LiSb(PO4)2,1350
TaO2F,1200
CS2NF5,1250
NbRh3,650
NbCoSn,550
YbHgPd2,500
LiPF6,1150
ScOs2,750
PtO3,1200
Ti3Cu4,950
Sc3InN,800
Er2V2O7,1250
ZnSnF6,750
SnH4(NF)2,1100
TiMn5O2,1250
LuTaOs2,600
NaPr2IrO6,1250
TiS2,600
Li3MnO3,1300
Ba4CoP,650
Zn3As2(HO)6,1300
CoOF,800
PaPbAu2,550
NdGe,500
V2CoO4,1200
YNi,650
BaTlSe2,550
ZrSe2,550
Ca4Sb2S,550
BeCu4Re,900
YNi3Se2ClO8,1500
LiFeO2,1200
ErB2Rh2C,800
Ge3Bi2O9,1250
SmCo2,500
Zn2Co3O8,1200
Li2MnCr2O6,1250
SiH8C2N8(OF3)2,1300
BaPrMn2O6,1200
IOF3,1250
BaSn3,800
Ba(AlSi)2,650
SrAlGeH,600
MgSnAs2,650
ThCu2,650
Li3P2WO8,1300
SbO2,1300
YbIn3,600
HoCu5,950
Ca2Al2O5,1250
Tb2CBr,850
NpN,850
Li2Mn3SnO8,1250
V2Te2O7F2,1200
KSrCO3F,1200
SmDyRu2,500
U(SbO3)2,1200
NpOs2,750
Ge3Cl8,900
BaLi2Mg(PO4)2,1300
Pr(AlGa)2,500
InCu,600
Sr6Sn2NF,800
NbSe3,600
Zn2PtRh,500
ZrTc2W,1050
NbCoB2,950
YbTmRh2,500
LiY2Pt,500
Ho(FeGe)2,750
MgCd2,650
CaNd3,600
PrSiO4,1200
Mg2CrN2,1000
Ce(SiNi)2,1450
LiBeW2,800
BeO,700
Zn3Sn2O7,1250
TmSnRh2,500
Mg2In,1050
SrBeTc2,1050
Sc7CBr2,800
Er(NiP)2,600
NbFeB,750
TbGeIr,700
BaSr2Li,750
Yb2Ti2O7,1250
SrCuO2,800
NaSr(PO3)3,1850
SrGe(HO2)2,1200
NdScSi,500
DyPb3,500
Ba4TlP,600
RbOsO3,850
Te4W3Se2,500
Ca2CdSn,500
Be2HgPt,1050
V2NiTe2,1200
Nd(SbOs2)2,700
CrInCu2,650
H3S,650
U2TeO2,800
Sr2Cu(IO)2,850
Sr2ErRuO6,1250
CaBeSb2,700
KNiAu3(CN)6,1150
TcAg3,950
Er2ZnAu,500
TlBiTe2,500
Y(MnBe)2,1050
BeGeAs2,650
BaZnGe,750
ZrBeNb,950
NaCr2O4,1200
Ba4BeGe,650
TiB,600
Tb(CoB3)2,1000
KB6,900
Dy2InHg,500
Mg2SiO4,1150
LiTi2Be,700
Cu8O,950
Zn(BIr)2,650
AcBiAu2,550
ScBe2Cd,1050
RbTeAu,550
Li4HN,1300
CaTi4Cu3O2,1250
MoI3,500
KTeOF3,700
Ba4CoRe,650
Si3Mo,500
Fe(NiO2)2,1500
CaSn3,600
CoP2O7,1250
KAg3Se2,900
LiCaCoF6,1250
GaCu3,950
Sr2Be2Cr,1050
Al3BN4,950
LiMn2Fe3O8,1200
SiHgP2,500
BaSrCd2,500
Ce(Fe2P)2,850
Hf2SnC,800
Tb(SiAg)2,500
YTlPd,950
YbNbRu2,500
TbMgAu2,650
Ba4RhPb,550
TaCrO4,1250
Ba2NaBe,650
Be2TlPd,1050
Be2CuSn,700
K2Zn(SiO3)2,1250
TiAlO3,850
BaCr4O8,1150
SmDyHg2,550
K4BeNb,1000
TbY3,500
LiBeAu2,800
KPt2Se3,600
CdSnP2,500
Bi(BO2)3,1250
Sm3AuO6,1150
MgBeW2,750
NaTbSe2,500
Pr3Cu,650
LiCrBO3,1250
Hf2TcPd,500
AcN,850
Ti(CrTe2)2,500
Na2CuAs,900
ScBeSn2,650
ScBeW2,1000
BeBiIr2,950
Pr3(BN2)2,1000
ReH8(NCl3)2,900
SnSb,500
Tm3V,500
TaTiOs2,700
Zr2N,800
Tm2TiO5,1250
BeSeBr,900
DySbPd,500
Li2CeO3,850
HfBe3,1550
LiTm2Tc,750
CeInAu,1400
Be2FeMo,1000
BaAs3,650
Ca(PtO2)2,1100
Li2Ca,1200
Mg2GeO4,1150
TcSnSe,750
Al2ZnO4,1200
Fe8O9,1050
Ba4ScSi,600
NdTlPd,950
NbSeCl3,850
Rb3NiF7,1200
Ba2MnBi,650
MgBeIr,750
Te2Mo3Se4,550
RbTbS2,600
NaSi,900
BeMoW2,950
YBeIn4,650
RbO3,1250
CrN,850
CdTcAs,800
NaSr2Tl,500
BaSrO2,750
Be2SnHg,1000
TlHCO2,1300
Ga3Os,750
PmZn2Ag,650
NdO2,1050
TmSnRu2,500
LiZn2Pt,750
Sm(NiSn)2,700
SrBeV2,650
Pm2MgSn,650
ThFe5,800
Tb(BC)2,1000
NbAlNi2,600
BeVCo2,650
Nd4MnSe6O,750
BaSi2Rh,500
CoO,750
NaI(OF)2,1200
SmY3,750
YBeFe,650
NaInO2,800
MgNbRu2,750
Er2AgRu,500
CaCdHg2,550
BaZrF6,1100
SiPt2,850
BaYSb,500
Sr3Cr2O8,1200
BeGaTe2,650
BiTePt,800
Cu2AsAu,600
Li7Mn(OF)3,1250
Sc2BeTe,650
BaBPO5,1850
TmCuSe2,600
BeRe2Cl,950
Be2BiW,1000
Fe3Ge,750
ErSi2Ni,650
Ag3AsS3,900
Li5Mn3Nb2,1250
RbCrI3,500
SmBS3,650
LiIr3,700
DyCrO4,1150
Yb2HgPb,500
WN2,900
InAs,700
TaBe2Pt,1000
Dy2TeO6,1250
Mo2W(SeS2)2,650
Pr2CdPd2,1050
Y2W2O9,1250
NdFeSi,750
TiCuSi,900
AgBrO4,1200
VTeO4,1250
ZrMnSi,700
Ac2S3,600
Li3N,1300
TiZnAu2,500
TiSnRh2,500
BeSbTe,650
MnZnSiO5,1250
ThB2C,1000
RbH3O2,1150
Li8Bi2Pd,1300
Li3P,1100
Sc3GaC,800
BaZr4Tl,600
Mn2BeW,600
BaHfZr4,600
Hf2MnRh,500
H4NClO,1300
RbRuF6,850
NpSi3,750
TiP2O7,1300
K2Se,500
NaIn2Au,750
BeCuSi,650
NaHoTl2,500
Ba4TiW,600
AsSe,600
Ca2FeClO3,1150
LiV3Co,1250
NaMnAs,650
LuInAg2,500
LiLaO2,1100
Ba4TiPt,600
Li3CoOF3,1250
LiCo5O5F,1250
Ca2Ge,500
HgTe,550
Ni4W,650
ErS2,600
Li5Tl2,1200
Na2Cu3(Ge2O)2,1400
KNaMg2Si4F2,1250
Ba4ZrSn,600
HfZnAu2,550
Nb2CS2,800
V3Sb2,600
Dy(CuGe)2,850
Mn2SnW,700
Mg2VO4,1100
Li3PrSb2,1200
U2BiN2,900
PH6NO2,1250
DySi2Rh3,650
Na2Te2O7,1300
LiTaOs2,800
Ba4NbP,600
Be2OsSe,1000
BaNaTa,650
CrPbO3,800
Fe2As5,1000
Dy3S4,600
Ca2Rh,600
MoP4,650
Cr2NiO4,1200
Be2CrBr,1050
CaSm2O4,1200
BaCrCl2,600
Yb2AlSi2,500
BeGeSb,650
ZnGaRh2,500
V2C,800
Ba3SiO,800
Tm2Pb2O7,1250
Nd(SiIr)2,500
BeZn2Ge,600
CoAsBr,500
HfAlFe2,700
HoMgHg2,650
Cd(InTe2)2,500
LiVCoO4,1300
Co(BW)2,700
BeTe2Rh,700
SiSe2,500
RbNiBr3,650
