pretty_comp,kpoint_length_unit
LiTiP2O7,50
Er(FeO2)2,65
Na2Pd(SeO4)2,45
As8S9,50
Ca4P2O,60
TlCdRh2,90
Nd3Ga,105
LiGa,110
Al2IrRh,75
SiGe,70
AgXeF9,45
BeCdW,70
ScPdO3,60
DyYCd2,80
SnF2,45
Li2Cr2FeO6,50
CaO,45
Be2NbGe,65
ScSiRh,70
Eu2O3,45
CaSnS3,105
Lu2NiSn6,95
Mg3Co,90
Zn3As2,120
MnTlF3,55
TiOF,85
LaGeAu,95
BiTeO4,55
H3NO,45
Al6Cd4SO2,50
K2S2O5,50
Np(CuSi)2,55
Mn(Sb2O)2,40
K2VAgS4,50
HoB4Ru,95
CaInRh2,70
RuN2,75
Rb2PdC2,60
K2TcI6,95
LiTaO3,55
TmAlO3,50
Ta2BeOs,65
K4Na2FeH3F2,45
Ni2O3,60
YSn3,110
MgCr2O5,65
DySb,100
YGe,95
LiBeSi,65
Dy3InC,95
Na2CuF4,45
Na2CrF4,45
Li2Fe(P2O)2,45
KNaSmNbO5,55
K3Cu2F7,75
Ba4ZrSe,70
Er3TaO7,55
Sc2GaAu,80
Ti2Bi,60
Be2CdNi,105
RbBiO2,50
LiSc2Tl,95
UHg2,105
Li3Al2FeO6,45
Cr3Si,65
Ti2AsP,70
Lu3Al,90
Nd2Co6Sn,90
BeSeBr,65
HoH2ClO2,50
ZrSnTe,70
DyTaO4,45
LiHoPd2,75
U(BiO3)2,45
MnAlCo2,60
BeTl2Se,120
ScTaRu2,70
PaP3,95
NpO2,55
YTlTe2,55
TbCd2,90
Sr(GeRh)2,80
SmPa3,75
Li2TiV3O8,50
LiPr2C2N4F3,45
BiO2,90
CePt3,65
Mg2PHO5,50
LiAg3,85
Sr2MgIrO6,55
DyCuGe,95
SnI2,55
VFeSb,50
BiBO3,50
BeTl4W,105
ZnPS3,50
BeIn2Cu,125
Li2CuSiO4,50
InCuO3,120
MgTaZn,70
Er2IrPd,100
BiF3,55
BAsO4,45
ZrSe3,90
V2S5,55
CsPbF3,60
AlRh,60
Mn4OF6,50
K2PdCl4,50
TmCdPt2,90
RbLi7(NiO3)2,50
Mn3IrN,80
ErAu2,90
U2Ga2O5,60
SrWN3,70
Be2IrPt,105
Al2FeTc,95
VCr2O4,50
NdMg3,80
Co3Pt,80
TaBe2Tc,95
KCr2FeO8,55
PmMgRh2,75
BeNbCu,85
BaGaPb,70
Al2CuO4,55
Mn4ZnO9,55
SrBi3,135
Ba4LiMo,70
Sr2BN2F,50
FeAg3,65
Li8BiO6,50
MgAlPd2,110
Ca(CdSb)2,70
Zn(ReO4)2,45
CaMg3,80
YbSmZn2,105
BaMg(SbO2)4,75
NaFe(SeO4)2,50
SnP7Au3,70
CeFe5,85
MgSnRh2,70
ZnMo2As,100
TmSbPt,70
Li5MnF8,45
TlBiS2,80
Yb3SiO,55
Be2TcIr,55
BaTeO4,55
Y(AlGe)2,110
PaTlAu2,70
HoN,80
BeNb4Pb,95
HfN2,85
CrCo3,90
Ca3SbP,65
RbLiSe,55
HoErTl2,105
Ba4ScSb,80
MgSiAs,115
KBaSn,95
LiHS,50
Tc3As,60
Pm2InHg,110
Ca2MgAl,105
Cu4Sn,65
SmDyTl2,110
Er3(AlNi3)2,80
Be2MoOs,90
LaBeW2,85
LiHo2Rh,65
Sm2InAg,65
LiCa2Al,85
LiGaPdF6,55
Rb4CuSi2O7,60
VH2,65
LaUO4,60
LiPt,105
Ba4CdCu,85
KBaMo,60
Li2MnOF2,85
PmB3,125
U2(Al3Co)3,60
NbAlFe2,55
RbCr5Se8,50
VCdO3,75
Sr(SbPd)2,105
CaUS2,50
Cr3GeN,85
Rb2NaInCl6,50
Mg2SnO4,55
BaMoSe,75
Er(NiP)2,65
LaGa,100
Mg(BC)2,65
MnBe2Co,75
MnS2(NO2)4,45
Mn2BeW,85
Cr(AgO2)2,50
V4O5F7,50
YSb2,115
Nd2AgHg,100
TcB,75
BeCo4Pb,70
TaBePd4,70
CoAsRh,85
Ba4HgSb,80
LiBeV2,85
BaZnPt2,90
Dy(GeRu)2,60
FeNi,65
Ba4FeP,105
Lu(CoGe)2,65
Ag3N,55
Mg3(HO3)2,45
KScF4,50
PrCo2,65
PmMgAg2,100
NaTc2As,65
NaCuTe,65
FePSe3,60
Nd3Ni3B2,75
NaMgAs,65
Zn2CuWO6,60
Be2NbMo,50
K2Mn(Nb3Cl4)2,45
Li2Cu2F5,50
Ta2Be2Pb,85
BaTlTe,75
NaVAs,55
Zr2BeSn,70
ZrZnAs,75
BiBr,65
TiBe2Zn,55
LiLa2Al,85
KBeCd,80
MnS,75
Nb2RuW,105
NiHg4,85
SnB4O7,45
Ti3Te4,75
Ti3Sb,70
BeZn2Ga,135
TlCd(NO2)3,45
BaSr4U3O4,50
Hf2Cd,100
Be2GaW,85
Lu2S3,55
Sm(AsPd)2,110
Ir3Rh,95
BeBiSe2,85
Mg2Ni3O8,45
Hf2Ag3F4,45
BH5CN2,45
Nd2SnHg,100
Sr2Bi3,100
Rb2NaHg,90
Na2Cl,90
K3AlH6,45
K4P2O7,45
NaLaBe2,80
Li3Cr3SiO8,50
Sm(BOs)2,80
CaHN,50
ZnCoPO5,60
Ba6(NiO)5,55
Si2MoAs,115
PrYZn2,90
LuCl3,50
PmAlAg2,100
K2CuH4(Cl2O)2,55
Er2CdS4,65
Y3I7O,60
NdAgHg2,80
TmHO2,45
Ba4RhBr,75
K2TiS3,60
BeIr4Se,70
ZrSb2,70
ErSF,55
TaS2,105
MnBeSe2,65
BeSbCl,60
NaMg4As3O2,50
LiMg2In,90
FeSb,65
V3Sb,65
Tl3Hg,155
K3BePCO7,50
LiPd3,85
AlVPt,60
DyCl3,55
PaCdAu2,100
Nd2MgIn,90
ZrAlAu2,75
NaBeBi,80
CaPrHg2,80
Sr2NiTeO6,50
KFeS2,60
SrMgSn,75
BaCa2Ga,110
NdErMg2,95
YbSb,70
Mn3As,60
CdPd(CN)6,50
Na2CaP2O7,50
Tm2CdHg,80
Na2CrCl4,60
ZnFePb,65
PmInPt2,85
Si3Rh5,75
Li5Mn3Fe2,50
TbPmRh2,90
Al5W,120
NdMgO3,60
MnBeSb2,105
NdNi2B2C,95
Li5SiP3,55
TiCdAu2,85
PuRh2,85
RbPO3,50
Ba2BeGa,70
HfTl3,65
MgU,80
BaMn2O8,45
AgBiTe2,95
CaPdAu2,85
KBe2Co,80
Yb3InC,80
InSn2I5,55
Ce2Th2O7,50
Be2InW,55
Ho(CrSi)2,60
Sc3Hg,85
NdNi4B,110
CrPO5,45
TbB2Ru,65
Nd(SiNi)2,90
PuNi5,60
ZnFeSb,60
ScNi2Sn,65
Li2AgBi,80
BePPb,90
Be2NbCu,95
BeVPb,50
Ru3Cl,55
KRb2VF6,50
Mn(CrSe2)2,80
LiCa2Mg,80
Nb2Te6I,65
MgZrHg2,90
HgBr,50
BeReCl4,75
MgTi2O4,65
Ba3PbO,75
K3SbSe3,50
Be3Ir,65
YSeO3F,50
MgTl,130
KBe2Si,90
K2Ag4Se3,70
TaFeRu2,65
FeSbO4,60
PrGe,105
Ce2O3,55
AsSeI,65
LiTlPHO3,45
MnNiGe,80
MnAl,75
Sr2DyReO6,70
Pr2SiTeO4,50
K2Te2Pt,55
PrCrSe3,70
AgAuO3,55
LiBeNi2,70
Sr(AlSe2)2,80
Be2PCl,55
PrSi2Mo2C,100
KBaLi2,75
Ca2Cr2O5,70
Ba2YCo3O8,100
ThGaAu2,95
NdMg,80
Ba4ZnW,105
Ca3Tl,90
Ce(AlGe)2,90
BaMoCl,50
MnSbS2Cl,85
CeNiAs,55
BeGeRh2,105
Al2CdCl8,50
FeCo2Ge,65
SrZrBe2,70
S2N,50
Tm2MnS4,55
TaTiTc2,85
Cr3Se4,55
CrCoTe,60
Ba2MgSi2O7,75
PrNi2,70
BePdBr4,105
CeTh3O8,70
Li2CrO4,45
BaNaIn,70
YTi4Cu3O2,55
Mg3As2,60
Rb2B2Se7,55
Li3Fe(Sb2O)2,60
CaHI,55
Ba4VSn,90
Ca(CuP)2,100
Sb2Te2Se,60
Ta9(FeS3)2,90
NaNdTl2,90
CuI,55
LiTl3(MoO4)2,55
Li3CrCo3O8,50
HoAgTe2,55
ZrPd2,70
Na3Be,75
Li3TiNi3O8,60
BeVCo4,55
K4Br2O,50
RbNiO3,100
YHfRh2,100
PrGaO3,125
Sr2PdO3,55
RbLiCrO4,45
BeTeBr,90
LiVCO4,50
HfCr2,65
DyBiPd,65
ErTaOs2,70
Be2ZnRe,100
GaNi2,65
LuScRu2,70
CaCeHg2,70
Sc(AlC)3,65
BeTl2Ge,135
BeNbBi4,70
Li2UMo2,45
Er2CuRu,80
Sr2Cu(BO3)2,45
BaCu2SnSe4,70
CeDy3,55
Li2CrCuO4,60
BaIn,80
CeGaGe,60
LiBeBO3,45
Sm3AuO6,50
Ni3Se4,70
BaSbPt,80
CuH4(OF)2,50
MnBeCo,90
CeCd3,80
RbSbF6,45
LiPm2Rh,75
NpOsO3,60
Pm2CdSn,110
Ba(AlTe2)2,65
Be2TlRh,65
Hf2Hg,70
Ho2AlSi2,85
NdClO,45
BaMnPb,65
GaCu2As,120
Mn(RhO2)2,55
NaAgO,50
Sm2ZnGa,110
TbNiSb,60
K2MnF4,50
Tl5Se2Br,65
Be2GaGe,140
CaPb3,120
As2Pb4S6ICl,65
BeNbPb2,80
LiTaO3,50
ThRu,80
BiPt,125
Li5MnO4,45
Ce2TeO2,50
InCu6ClO8,60
HfTaTc2,85
MnSi,60
U(Ni2P)2,85
K2ZnF4,40
ErInCu,130
SmAg3,105
LiSc2Hg,70
Y(AgCl2)3,50
Rb3Re,50
BaGa2B2O7,55
MnH2SeO5,50
YSbO3,100
ZrFeSb,80
Li2TiMnO4,50
UCuGe,50
AsRu2W,70
Ba4CoP,85
Sr2PAu,90
CeP3H8O7,45
TmMgAg2,105
TiNiO6,50
BaPr2MnS5,60
NdAl2,100
Sc5Si7Pt9,80
Ba2CuC(NO)2,115
HgF2,45
ScBeFe,60
NdAl3Br2,50
Na6BeO4,55
SrGaSn,100
K2SnO2,45
Be2CoSi,65
Zn2CuSbO6,80
LiNbFeO4,55
V3NiS6,60
Be2ZnFe,70
NbCl5,55
In(Mo3Se4)2,95
Be2MoPt,80
SmCoSi3,65
Ho6GaCo2,70
TbTl3,120
Li3Mn8(O2F)2,55
Dy(SiRh)2,65
Sc3TlB,90
LiCd2Ag,95
KZrSnF7,50
Ba2AsAu,65
AlN,50
Li3Cu3(PO4)2,50
CeBr3,50
CaCu(SiO3)2,60
Nd3CoB4,90
Sm4U2O,45
NpOs2,65
ZrSiTe,85
Sr2Fe2Se2OF2,65
LiAl2Os,105
MgTl3,120
Cd2H2SO6,45
Dy5Si3,95
YbErHg2,110
Lu(MnGe)2,85
PrGa3,150
HfMgIr2,70
K2SrCdSb2,100
Nd(FeGe)2,85
Ni3Sb,80
BeNbBr2,100
Na2ZrSiO5,50
Ti2C,70
BaNaBr,60
ScBe2Cd,110
TiMnO3,50
Tl3PO4,50
Ce(GeRh)2,60
ZrOs3,130
Ba4VCl,65
Sr2ZnCu2(SO)2,60
BiCl3,55
Be2CrIr,105
CuCO3,50
Ca(MnBi)2,55
KYO2,45
NpIO,55
Ba2YCr3O7,65
Li2Co4O3F8,55
TiFeCoSi,75
Mn2SiRu,60
BeGeSb,90
BaHI,50
K3MnH5,50
PmZnAu2,100
BaCaPb,60
MgNiO2,55
LuThTc2,75
V2ZnN2,75
Ba4TcIr,75
K3SrPCO7,50
DySI,55
Li3Al2CrO6,45
CaBeSb2,85
NaMnBe2,90
TcAg3,55
Ba2SnHg,100
CePmTl2,70
Tm2Sb2O7,50
Ni2SbTe,95
Mg2Pd,135
Ba4TePt,95
TiZnO3,80
Ba4BeGe,85
TiB,65
P2W,80
SmMg,95
BaTiPd2,95
Li2Ti(BO3)2,45
MnTlPd2,100
YBe2Ru,60
RbMnAs,65
CeSbAu,65
ScBe2Bi,90
NbPt2,95
Dy(TiGa2)2,90
ZnWO4,50
AlBO3,40
DyVO4,45
Ba4ReRu,100
BeRe2Ir,60
TaS2,65
DyAgGe,75
ErP,55
Tm2AgOs,85
Li2UO4,50
BaVSi2,90
Sr2Be2Cr,60
K3CrO8,45
Mn2Zn3O7,60
Na2GeF6,45
NiPS3,65
Ti2MoPt,80
Ho3Ge4,100
TlCdSe2,95
ErAl3Ni2,130
NaTmTl2,105
BaAu2,95
BaCrIn4,70
SrCrO4,45
Na2CaBe,95
CS2,50
Rb2TbF6,50
Li4MnSi2O7,45
AlZnH4O2F5,40
LiSiNO,50
LiLaHg2,80
RbLiF2,45
Pm5Mg,65
LiNdTl2,105
CeScGe,60
Be2FeSi,70
MnH,85
TiNbO4,55
LiSc2Ga,80
CaZrN2,55
V2NiSb,55
Ba2YSb3O8,85
Sc2AlAu,100
ZrGeS,105
NbCoSn,55
CaPrCd2,100
MnCuP,75
OsBr4,60
Rh3Pb,65
BNF8,45
CaCdPd2,75
SnSb,115
BaYSn,60
Te9Mo8S7,60
Li2CoNi3O8,55
Rb2HfF6,45
Ca(BC)2,90
AcInTe2,55
DyCrO4,50
CaCu5,120
MgHg,100
KPt2Se3,55
AsPtSe,115
Ti2BRh6,90
BaTeBr,65
Li2Ca,90
Ba2LiReO6,50
TcSnSe,75
PaO3,50
HfPt3,115
Ba4ScSi,75
Al2Ru,55
LiNbSe2,55
Na4BePd,100
MnBe2Ru,85
CaBeHg,95
Sm(NiSn)2,80
AsF5,45
PSe,55
NaIn3,130
BaNbBi2,115
SmNiGe2,65
Bi2Pb2Se5,65
KN,60
BaGaCu2,95
NaMoF6,45
Ba4VSe,65
Zr6Al6Pt7,80
SiC,55
Zn2CuPt,85
Ba2YTi3O7,105
DyYZn2,75
Al3Ni5,95
Np(GePd)2,50
AsOsAu,70
LiAl2Ru,90
Fe4N,60
Al3Os2,130
GaAsPd5,65
Te2MoWSe2,60
KBr,50
ReMo2As,95
Li2SbPd,75
TbCuS2,55
MnBe2Br,95
NiAsRh,70
Li3Cr2(NiO4)2,60
Tl2Au4S3,65
Ba2TlCd,115
V5Te4,80
SmZrF7,45
Hf2Pd,75
BaZrCu2,80
LiSiBO4,40
CaTa2Tl,70
VGaFe2,55
Li4Mn3Fe(P2O3)2,50
Be2SnTe,120
Hf2AlMo,100
Be2BiP,120
BaYbSi4N7,85
BeCuSn2,135
TmAsO4,50
Ag2Hg7(P4I3)2,55
LuZnRh2,110
Ag3O,65
Sm2Pt2O7,50
HoSi2Ni,100
YNi3Se2ClO8,55
TiRu3,110
Yb4Cl6O,50
CaReN3,55
BaYPd2,55
TlSe,100
S8O,55
TiZnSiO5,50
Sm(NiAs)2,90
NaHS,55
SrBe3O4,45
TmNi2B2C,95
H2OsN5Cl3O,45
BaCu2Ir,115
Ca(HO)2,45
Sc2InNi2,105
Li4Co(PO4)2,45
SbIrS,55
LaCd,105
CeAl3Ni2,70
Sm2MgIrO6,45
PrBiO4,55
Nd5Si3,65
LiCo2(C2O)2,45
Na(SnO2)2,65
Ba(InTe2)2,70
Li3YBi2,65
KBO2,50
SnAsIr,70
BeInSi2,140
Mg2SiB2Ir5,150
Ag2SeO4,50
Li3CrSiCO7,55
Sc2TlTc,55
Rb2MgF4,45
Zn(HO)2,50
Dy2MgIn,100
Al2CrIr,130
Rb3P,55
Ba4VRu,75
InNi,70
Be3Zn4Si3SO2,55
RbPdF3,110
BaMn2Cl,60
Ti2AsIr,60
LiTi2O4,60
Ba4TiPt,65
LaSe,90
BaV2(PO)4,55
Sr2AsAu,85
SmSnRh2,75
BaBeGa2,100
USn3,95
Li4FeO3,50
BaZrBi2,95
Na4FeO3,45
Na7Al3O8,50
MnBe2Sn,75
Li2BiAu,95
YbScRh2,105
SmMg2Ag,110
YSi2,110
RbCa3,70
SrMoO4,40
Cd(HO)2,45
Te3WO2,50
TbSiRu,95
YIr,130
SrPd3O4,80
BeCrBi2,80
Ba4NbP,100
PH2NO2,75
Ba4MnCr,75
Sr3P6(N4O3)2,50
CuSn,115
BaSe,50
LaNi2,70
Na2SO4,70
Rb3GaO3,50
Er2S3,60
AcTiO3,85
ErGeRh,70
NdHoIn2,95
Yb3Mn,60
TbB2,70
SmAl3,125
SmCuSe2,60
Li4Mn(OF)2,50
Ho(Mo3S4)2,65
SrCuF4,45
Ca4BeW,55
Y2TlAg,85
PrZn,115
Sb3Rh,90
Li8Cr3TeO2,55
Tl4SnS3,70
KHg2Bi,85
NbSbRu,55
RbAuO,50
Rb2As2Pt,65
CoHO2,45
TiTc2Mo,105
Na2MgSiO4,45
Li3P2WO8,60
Be2SbMo,95
DyClO,45
Be2TlBr,65
Na3Al,80
Na2ZnSiO4,45
Ac3Hg,90
FeSn,100
SmSnAu,65
Li2FeO2F,50
NaLi2Hg,90
Rb8PO3,60
AcCd3,110
SrMgGe,75
HoH3,55
YBi2ClO4,55
CuAgO2,85
Hf2TcIr,95
ZnCr4O6,65
USiAu,50
LiMn2F6,45
TmHg3,110
MgCo3C,60
Nb9PO25,55
SmHg2,100
SmMgIn,90
CeAlCu,85
HoMn2,75
Li7Mn5O2,45
TiBeCr,85
CdAsRh,100
TbPb3,120
BeCu2Os,60
PrB3,115
K2TaAgS4,50
KCuSe,65
Ti(NCl)3,45
Li3B(PO4)2,45
BaCdP2,95
NaBeV2,50
NaPrSe2,55
HoZnIn,125
Ba4SbPt,90
NdBrO,50
BeIrBr4,75
CaTiS2,90
TiGaAs,85
Au3F8,50
CrGaCo2,60
BaCr2W,85
AgCl,50
Y(VS2)2,60
RbSO4F,45
Si3W5,100
Nb2CoO6,65
GeAsSe,65
Mn3SbO8,45
BeNb2In,70
PrZr3F5,40
SrBeCl,55
IrC2,65
VGaNi2,60
SrAcZn2,105
NbCu3Te4,55
U2Ni2Sn,55
KSc2Co,70
Li3CrPCO7,45
NaAgO2,45
Sr(AlS2)2,55
TlSnPb2,105
SrLiGe2,105
Ce(AgGe)2,60
V3S,70
Dy(Fe2Ge)2,70
As4C3,70
ThC2,110
Tm(CuO2)2,50
BeIrOs2,90
Pu3Sn,85
RbAs,70
BeAu,115
PrNiSb,85
Tb2B4C,95
PmSmMg2,95
Li2MnCr2O6,50
BaCr2Mo,80
Ba2SrSi,100
GaAsO4,50
CeCdAg2,65
CaFeF6,45
Ca2BePt,90
ErInNi4,65
Li2BeW,85
Fe2(CO3)3,50
LiMnAlO3,45
BW2,65
MnZnSiO5,65
Y2AgHg,55
Na3Sr3GaAs4,65
Ba4BeOs,90
YbCl3,100
TiZn,55
Mg2FeN2,55
Dy(MnGe)2,55
Fe(IO3)3,45
Ba2LiOsO6,55
Th3Bi4,65
Na3SrPCO7,50
Si2MoO6,70
Yb2C(NO)2,60
Ho3(AlNi3)2,80
SmZnIn,90
AlBiSCl4,50
Sm5Ga3,85
CeCdAsO,65
Sr2TlIn,105
MnCSO7,55
PuGa,55
LiTiBe,80
BeCr2Re,70
BH6N,45
Li2MnFe(BO3)2,50
BeV2Mo,85
BaCo2Cl,55
BeBiIr2,75
YRhW2,70
CeInCu2,90
K2B2S7,50
Rb3Ac,60
YbInAu,145
Co5CuO8,50
ScBeW2,100
KZrBe,55
Zr5Te4,105
Ti3In4,110
Tb(CoB)2,85
LiOs2W,55
Sn7Os3,80
As(S8I)3,45
CeSiO4,45
CrO,70
MgSiO3,50
Ti2Ge,85
CrN,85
NaAc,105
NdHO2,50
MgRh5,85
Yb3In3Ge2Au,110
Cu3(Ni2O)2,65
BaN6,45
PrRe2,105
YbAg2,105
MgBe2Se,115
CrPdO2,90
YCd2,80
Lu2Co3Si5,65
NaB(CN)4,45
TePb,105
TlCu4S3,95
K2NaNiF6,50
NdTlPd,110
HoSi2Rh3,120
Re2AsPt,60
Li4TaN3,50
PrAgHg2,100
AcBr3,50
Li2CoOF3,55
TiFe2As,50
Sr(InTe2)2,70
Ba4FeRe,75
RbNaO3,55
NaNbO2,85
ScBe2Mo,100
Li3Zn,85
Mg2SiO4,45
ScPd3C,100
NaP4N7,45
AuCl,50
Ca(GaS2)2,55
Pr2(Zn2Ge)3,85
Be2FeHg,80
Sr2CdIn,105
CaRuO3,80
BaZr4Nb,75
UAl2Cu,60
KSr2Be,60
KB,65
MgBe2Re,110
VIr,95
TmCuSi,90
KNO3,45
V2CdO4,55
KY3,50
NbO2F,55
Sr2PdAu,95
SmGaSb2,110
Li2CeN2,45
NbAlCo2,60
Pr2Au,75
Ba4Fe2S4I5,55
ScP2O7,45
LiNbO3,50
SmMnSi,65
TaPO5,55
ScAg(PS3)2,75
KTcO3,100
Ba2Mn(B3O)2,40
Zn(InSe2)2,60
Pr3CoB4,90
MoPb3Cl2O5,55
Ba4SiNi,80
CaSi2SnO6,45
BeOsW,110
Dy2CuOs,95
Lu2PdRu,100
ZrRe2,100
BaSnW2,95
LiYGe,75
Ba2CdBi,105
BaCl2,45
ZnSiAs2,65
MgSn(GeO3)2,50
Sm2MgIr,75
AlAsPt5,105
Mn2CoO6,55
NdSnAu2,115
Sc5Pb3,70
NiAg3,65
PrI2,65
Ba4TlOs,80
BaVO3,80
WN2,60
Ba4TeCl,85
TmHg,95
XeO3,45
Ni(AgO)2,65
Yb2SbAu,90
LuPb2,90
BaCaI4,45
TmTiGe,95
MgVO2,60
Ni2SnAs,80
Ti2CoIr,65
GaPPt5,75
BaReCl,50
AgBiSe2,75
Ca2As,65
Tb2SeO2,60
Zr2AlN,80
YbNiSn,110
Rh3Br,60
Al6C3N2,55
HfFeO3,50
Ba4CrCl,60
Tb3AlN,105
Y3Pt,75
SrGePt,120
BaCuBr2,75
KNbPCO7,50
BaWO4,55
SrTiN2,60
NaGe2N3,50
HfTlAu2,110
AcYbGa2,85
Zr2Al,95
Ba3AsP,70
La2PI2,95
MgBeIr2,80
Li6Mn5SbO2,50
ThNb4O2,55
BeZn2Sn,110
Ba2MgCd,105
MgAlIr2,75
TlSn,110
As3H5,50
HoCo3Cu2,80
NdSb2Pd,95
ReNCl4,55
NaBeBi2,60
FeCuPt2,65
BeV2In,65
VCoSn,80
BeCoBr4,75
ZrMnSi,70
Li4Mn3V2(NiO2)3,55
SmHoIr2,85
LiBeOs,55
TbTlS2,55
Al2Os,55
Ba2Sb3O8,125
LuTiSi,90
Be2SbPb,70
BeNiGe2,80
TaTe5Pt,105
K(NiS)2,85
YbPaPt2,105
MnBi,80
RbAuC2,60
MgS,50
BiSbO3,50
LiSnRh2,70
GaCuS2,55
HoC2,70
Li3V4O8,60
NbZn3,100
FeBW,65
MnPH2CO6,45
SrPSe3,50
Hf2MnIr,90
YbSi,75
RbMnSe2,75
Zr(CoSi)2,75
Na4Co2O9,50
TcIr3,95
TbSbPt,65
RbCuO3,100
LiMoO2,60
Ba4TcRh,75
SrPuO4,50
CoSnF6,50
NaBe2In,130
MgCuF4,50
KCoO2,55
KPtO3,85
SrZnSn,85
Lu2AlRu,90
Li(CoGe)6,100
MgAsRu2,75
Rb3Nb,55
Ba4NbPb,95
Ag2H2IOF,55
Zr(Ni2As)2,70
Ta2TcMo,90
ClO,60
PuSi3,55
RbCoCl3,55
Ca(Cu2As)2,75
KDyS2,50
Mn(GeO3)2,55
TiTe2,90
SrSb2,105
La(CoB)2,55
Sr4Nb2O9,50
Mg4BeTl,110
Sr3CdO4,55
UO3,50
Cr2HO4,75
Ho2CoOs,75
BaC2(SN)2,50
HgPt3,90
BiSCl,55
MnV3,75
Rb3Ag,100
Sr6Sn2NF,65
YbIn2Pd,100
TmClO,50
TiCoO3,45
CoSi,95
CoP,65
SrBe2Cu,105
Ba2MnBr,70
Sr(PIr)2,65
Bi4O7,55
NdInRh,120
Ga3Ni5,95
AgTe3,150
NaCdHg2,110
Fe3(O2F)2,60
Pm3Pb,80
ErSb,60
V4GeSe8,65
KBaTi,65
Li7CoOF7,50
Mn2NbAl,85
KCdF3,45
H3C4NF2,50
Sr(AsO3)2,45
FeCo,55
KNa2Cd,105
MnH4(BrO)2,40
Hg2Sb2O7,105
BeSnPt,95
V3(OF)4,50
DyZnPO,60
Li2FeS2,75
LiGa2Pt,100
Dy5BiAu2,95
KHS,50
Si2NiP3,80
Ba4FeRh,100
PrSnRh,95
LaBeRh2,70
ZrCl2,60
LiC,45
Ti2BeMo,55
Li2BeCu,95
YbMnSi,65
BaSnPb,65
HfBeRh2,90
CaVF6,45
TiV4CoO2,50
TlSbTe2,55
Ta2VZn2O8,50
KTa2Be,70
Ba4LiTa3O2,55
K2Cd3S4,60
SmHgAu2,95
BaCeN2,50
Lu2TeO6,50
Na3SO4F,50
DyBi2ClO4,55
BeCoW,90
LuSb2,115
Lu2Mo2C3,65
InAsPd5,95
Li2CoO3,60
Na2FeNiF7,55
CaMgSi,70
Yb2FeS4,60
ZnCu2SnSe4,65
Li3BiO4,55
LiCoP2O7,45
Ti2BeCo,75
NdCrO3,75
ZrGeSe,80
YbF,85
TaBeNb,60
BeGaW2,70
Tb5BiAu2,75
Ti3Rh5,100
TmAlCu,105
BiI,70
BiTe,105
Tb2SO2,50
MgSO4,50
BeSnSb,90
P2Rh3,70
Li2TiCrO4,50
Mg(AuF4)2,50
Al2CdO4,50
Be2CuPd,100
W2NCl8,55
Ho2TeO6,50
Sm4Sn3,100
Tl2Sn2S3,65
Ba4ScZn,80
PmDyRu2,85
P4Se5,85
DyInAg2,75
Be2NiBr,85
ZrRh,105
InTeClO3,55
ZrSn,120
SrNb6O6,55
Ta5Si3,70
HfBeSe2,100
LiPdW2,80
Be2VSi,90
Ba4ReGe,115
Ba4MnFe,70
ZrScPt2,95
Ba(CoAs)2,90
BeCrRe2,80
BaLi2(MgSi)2,65
DyYAg2,80
Ti2Cd,85
Zr6CCl4,55
CaBe3,85
Ba3NaRuO6,60
Be2NbSi,65
PaAgAu2,100
BaNaBO3,50
ScBeZn2,85
AgClO4,45
BaYPt2,75
Zr3In,85
LiGePt2,70
BeGeTe2,85
BaLiBi,60
YbPrMg2,70
PrErZn2,100
CoPt3,65
BeMo2Br,85
LiSbF6,45
Mg2Nb2FeO8,45
SiAs,65
NCl,115
SmLu3,80
HfBiRh,75
YCuO2,45
Be2TcBi,110
Ho3Tm,80
BePOs,90
SmZnSn,95
LiP2WO7,50
Sr2IN,50
PmH,75
Li2VSiO4,50
VOF2,80
Y2Si2O7,45
Tm2Zr2O7,50
Ba3Nb2ZnO9,50
GaSiRu2,90
SiBPb,65
Ba2AlV3O8,75
Ba2SrWO6,50
TbNiSn,90
PmHgRh2,105
BeRe2Hg,90
AlICl6,50
As4RuBr,70
Sc(GaFe)6,65
Li4MnSb2WO2,50
Pa3Ge,90
ScFeO3,65
HfBe2Se,70
SBr,55
KRuO4,50
MgSiN2,50
Ba4CoTe,75
Cd5(S2Cl)2,55
Pr(PdO2)2,85
AlH2(ClO2)3,45
Nb5Ga4,100
PrSbTe,115
TiBeZn,60
LiCrSiO4,55
LiYb2Pd,80
Na2Cr7O4,50
RbLiO,50
Zr3Hg,70
UGa5Co,90
Nd(NiGe)2,90
KNO2,45
Li2V3TeO8,55
SbRu,95
NClO,50
BeSn2Se,145
BeInTc2,100
BaNdFe2O5,75
RbUAgSe3,60
P2O5,50
NaCeSe2,55
LiBeFe4,70
Tm2FeC4,65
InCuRh2,90
Lu6Sb2Mo,90
Sm2AlCd,100
MoBr2,50
Tb2SnS5,60
LuCd2,100
Ti5Te4,65
K(OsO3)2,85
BaGa4S7,55
BeFePd2,80
NdLuSe3,60
TiBeGe,70
P4PtF2,50
Cd2GaAgS4,65
KNd3,75
Ba4CoHg,85
MgBe2V,75
Ba2NdBiO6,50
TiSiRu,70
KRb2CrF6,40
MgSnF4,45
Na6MnS4,50
Yb2C3,70
Cr2NiO4,50
Ba4MgCr,65
SrC2,50
LiAc2Si,80
